Engine CC,Total,Price,Female,Manufacturer,Unknown,Fuel,Male,Power,Model,Transmission
1833.0,4025.0,27.935,1298.0,Honda,306.0,petrol,2421.0,103.5,Stream,5.0
3100.333333,3996.0,44.62833333,841.0,Hyundai,79.0,diesel,3076.0,127.6666667,Terracan,4.333333333
1655.066667,3981.0,14.93453333,668.0,Volkswagen,89.0,petrol,3224.0,59.6,Santana,4.333333333
3199.0,3841.0,56.15916667,1290.0,Chrysler,151.0,petrol,2400.0,174.3333333,Crossfire,5.5
2393.0,3772.0,46.60136364,596.0,Toyota,146.0,diesel,3030.0,110.0,Hilux,6.0
1344.823529,3616.0,20.31264706,1536.0,Fiat,186.0,diesel,1894.0,63.29411765,Idea,5.352941176
2378.0,3553.0,30.839,1101.0,Mitsubishi,201.0,petrol,2251.0,121.0,Grandis,4.6
1235.428571,3476.0,27.94142857,1574.0,Renault,65.0,petrol,1837.0,93.35714286,Captur,6.214285714
3377.444444,3425.0,88.77777778,857.0,Mercedes,251.0,petrol,2317.0,190.0,R,7.0
2066.176471,3396.0,16.74091176,510.0,Opel,55.0,petrol,2831.0,71.47058824,Rekord,4.117647059
1325.0,3383.0,12.25,1454.0,Suzuki,88.0,petrol,1841.0,43.0,Samurai,5.0
1998.0,3195.0,54.2675,797.0,Ssangyong,146.0,diesel,2252.0,114.0,Rexton,5.666666667
1977.166667,3126.0,46.95322222,414.0,Volkswagen,81.0,diesel,2631.0,126.7777778,CC,6.111111111
2755.571429,3103.0,38.79428571,651.0,Ssangyong,114.0,diesel,2338.0,98.57142857,Musso,4.428571429
1418.428571,2998.0,10.54685714,811.0,Seat,65.0,petrol,2122.0,49.42857143,Malaga,5.0
1424.727273,2976.0,32.65836364,1999.0,Mini,221.0,petrol,756.0,101.8181818,Roadster,6.0
2652.8,2968.0,18.6532,432.0,Nissan,55.0,diesel,2481.0,74.8,Laurel,4.6
1304.0,2918.0,13.44125,991.0,Citroen,145.0,petrol,1782.0,54.5,Nemo,5.0
1586.0,2805.0,21.91166667,1275.0,Fiat,155.0,petrol,1375.0,88.0,Sedici,4.666666667
2679.285714,2758.0,53.10142857,362.0,Alfa,129.0,petrol,2267.0,163.7142857,Brera,6.0
1360.0,2628.0,16.695,907.0,Fiat,129.0,petrol,1592.0,54.0,Qubo,5.0
2849.25,2580.0,36.166625,333.0,Opel,35.0,petrol,2212.0,117.625,Senator,4.375
2214.5,2459.0,18.97175,355.0,Toyota,42.0,diesel,2062.0,75.25,Cressida,5.0
3196.555556,2452.0,78.47722222,252.0,Lexus,166.0,petrol,2034.0,224.7777778,GS,0.888888889
1998.0,2378.0,59.7575,422.0,Toyota,144.0,petrol,1812.0,147.0,GT,6.0
1735.580645,2324.0,24.75629032,622.0,Volkswagen,126.0,diesel,1576.0,81.74193548,Caddy,5.709677419
2614.0,2320.0,38.025,733.0,Mazda,106.0,petrol,1481.0,129.5,Tribute,4.5
1527.0,2313.0,13.43333333,390.0,Lancia,52.0,petrol,1871.0,67.66666667,Prisma,4.333333333
1497.0,2309.0,15.764,1185.0,Toyota,98.0,petrol,1026.0,66.0,Paseo,5.0
2417.875,2301.0,59.05425,545.0,Mercedes,152.0,diesel,1604.0,144.375,GLK,6.75
2799.272727,2285.0,50.143,273.0,Lancia,66.0,petrol,1946.0,155.5454545,Thema,5.818181818
2167.5,2283.0,37.471875,499.0,Chrysler,95.0,petrol,1689.0,114.5,Sebring,5.5
3106.666667,2255.0,47.881,547.0,Dodge,102.0,diesel,1606.0,141.4444444,Nitro,5.111111111
1707.125,2240.0,28.96891667,718.0,Mercedes,154.0,petrol,1368.0,72.625,Vaneo,5.0
1343.0,2226.0,13.382,1379.0,Honda,122.0,petrol,725.0,48.0,Logo,2.5
1591.0,2179.0,27.9925,881.0,Hyundai,58.0,petrol,1240.0,103.0,Veloster,5.5
1809.714286,2159.0,21.65952381,346.0,Peugeot,105.0,diesel,1708.0,90.85714286,Expert,5.761904762
1298.0,2137.0,23.8115,1400.0,Daihatsu,173.0,petrol,564.0,64.0,Copen,5.0
4857.0,2127.0,226.3833333,155.0,Audi,90.0,petrol,1882.0,368.6666667,R,6.5
1602.0,2118.0,4.968,675.0,Honda,63.0,petrol,1380.0,59.0,Quintet,3.5
1261.25,2099.0,22.49,1404.0,Renault,116.0,petrol,579.0,80.0,Wind,5.0
1284.8,2041.0,20.659,421.0,Skoda,62.0,petrol,1558.0,73.0,Rapid,5.633333333
1590.0,2040.0,15.6985,546.0,Daihatsu,73.0,petrol,1421.0,73.0,Applause,4.5
2969.0,1995.0,32.99,219.0,Opel,24.0,petrol,1752.0,132.0,Monza,5.0
2768.511628,1944.0,45.78386047,389.0,Mitsubishi,93.0,diesel,1462.0,106.3023256,Pajero,4.813953488
3307.25,1939.0,173.506625,230.0,Porsche,70.0,petrol,1639.0,329.0,Panamera,8.0
1808.384615,1896.0,21.76576923,301.0,Lancia,62.0,petrol,1533.0,81.69230769,Dedra,5.0
1684.304348,1888.0,37.72247826,1006.0,Mini,96.0,petrol,786.0,104.2173913,Paceman,6.0
989.0,1809.0,12.924,864.0,Daihatsu,87.0,petrol,858.0,43.0,Move,4.0
1590.0,1757.0,28.735,608.0,Honda,98.0,petrol,1051.0,100.6666667,CRX,4.666666667
2144.0,1745.0,61.235,169.0,Audi,55.0,petrol,1521.0,147.0,Quattro,5.0
1773.823529,1740.0,37.04635294,282.0,Renault,72.0,diesel,1386.0,91.44117647,Trafic,6.0
2184.0,1716.0,37.773,533.0,Dodge,74.0,diesel,1109.0,114.0,Journey,5.555555556
4089.923077,1682.0,146.2746154,121.0,Volkswagen,85.0,petrol,1476.0,234.8461538,Phaeton,5.769230769
1906.181818,1676.0,33.43590909,461.0,Chevrolet,119.0,diesel,1096.0,108.3636364,Orlando,5.636363636
2118.940476,1675.0,37.31220238,148.0,Mercedes,94.0,diesel,1433.0,102.7261905,Vito,5.678571429
1360.0,1653.0,17.325,639.0,Peugeot,76.0,petrol,938.0,55.0,Bipper,5.0
5733.0,1652.0,646.605,137.0,Porsche,55.0,petrol,1460.0,450.0,Carrera,6.0
2995.0,1534.0,93.42433333,81.0,Lotus,30.0,petrol,1423.0,233.0,Esprit,5.0
2129.0,1460.0,35.29583333,477.0,Mazda,86.0,petrol,897.0,102.0,MPV,5.0
1747.0,1430.0,28.295,377.0,Fiat,90.0,petrol,963.0,96.0,Barchetta,5.0
1998.0,1386.0,44.852,482.0,Mini,61.0,petrol,843.0,170.0,John,6.5
5993.0,1348.0,106.82,129.0,Daimler,67.0,petrol,1152.0,234.0,Double,4.0
3640.2,1282.0,74.609,105.0,Ford,24.0,petrol,1153.0,239.2,Mustang,3.2
2037.27381,1278.0,31.46033929,333.0,Ford,43.0,diesel,902.0,93.93452381,Transit,6.011904762
4691.0,1264.0,245.168,77.0,Maserati,46.0,petrol,1141.0,338.0,GranCabrio,6.0
1998.0,1261.0,57.59,403.0,Ssangyong,65.0,diesel,793.0,121.0,Rodius,5.428571429
1574.428571,1259.0,35.27,415.0,Opel,86.0,petrol,758.0,112.0714286,Zafira,6.0
3800.5,1219.0,107.7,89.0,TVR,38.0,petrol,1092.0,274.0,Tuscan,5.0
3799.0,1186.0,177.5,43.0,Nissan,62.0,petrol,1081.0,419.0,GT,6.0
2376.75,1132.0,51.6415625,148.0,Renault,52.0,petrol,932.0,126.5,Vel,5.375
1998.0,1080.0,37.904,259.0,Ssangyong,35.0,diesel,786.0,116.08,Korando,6.0
4997.0,1078.0,71.187,71.0,TVR,35.0,petrol,972.0,239.0,Griffith,5.0
